Expressing the sense of the Congress regarding the right of States and local governments to maintain economic sanctions against Iran.
Supporting the Association of American Veterinary Medical Colleges (AAVMC) and recognizing 50 years of organized academic veterinary medicine in the United States.
Providing for a joint session of Congress to receive a message from the President.
"Expressing the sense of the Congress that it runs contrary to America's values to take away the constitutional rights of American citizens without due process, and that any legislation that would do so would be unconstitutional and should not be considered."
Providing for the sine die adjournment of the first session of the One Hundred Fourteenth Congress.
"Expressing the sense of Congress regarding the ""Paris Agreement"" announced on December 12, 2015, at the 21st session of the United Nations Framework Convention on Climate Change."
Authorization for Use of Military Force Against the Islamic State of Iraq and the Levant and its Associated Forces
Providing for a conditional adjournment of the House of Representatives.
"Affirming the importance of religious freedom as a fundamental human right that is essential to a free society and is protected for all Americans by the text of the Constitution, and recognizing the 230th anniversary of the enactment of the Virginia Statute for Religious Freedom."
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for a ceremony to present the Congressional Gold Medal to the foot soldiers who participated in the 1965 Selma to Montgomery marches.
Recognizing the challenges and burdens associated with the rising costs of a college education.
Original NAACP Resolution of 2016
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for a ceremony as part of the commemoration of the days of remembrance of victims of the Holocaust.
Expressing the sense of Congress opposing the President's proposed $10 tax on every barrel of oil.
"Authorizing the use of Emancipation Hall in the Capitol Visitor Center for a ceremony to present the Congressional Gold Medal collectively to the 65th Infantry Regiment, known as the ""Borinqueneers""."
"Expressing concern over the disappearance of David Sneddon, and for other purposes."
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to celebrate the birthday of King Kamehameha I.
"Condemning North Korea's February 6, 2016, long-range rocket launch and North Korea's February 9, 2016, restart of a plutonium reactor."
Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.
"Recognizing the soldiers of the 14th Quartermaster Detachment of the United States Army Reserve, who were killed or wounded in their barracks by an Iraqi SCUD missile attack in Dhahran, Saudi Arabia, during Operation Desert Shield and Operation Desert Storm, on the occasion of the 25th anniversary of the attack."
Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.
Expressing support for designation of January 2015 as "National Blood Donor Month".
Authorizing the use of the Capitol Grounds for the 3rd Annual Fallen Firefighters Congressional Flag Presentation Ceremony.
"Expressing the sense of the Congress condemning the gross violations of international law amounting to war crimes and crimes against humanity by the Government of Syria, its allies, and other parties to the conflict in Syria, and asking the President to direct his Ambassador at the United Nations to promote the establishment of a war crimes tribunal where these crimes could be addressed."
PROTECT Patrimony Resolution
"Recognizing the George C. Marshall Museum and George C. Marshall Research Library in Lexington, Virginia, as the National George C. Marshall Museum and Library."
Recognizing the 75th anniversary of the attack on Pearl Harbor and the lasting significance of National Pearl Harbor Remembrance Day.
Establishing the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.
Expressing the sense of Congress that Cuba should issue a state of apology and agree to cease human rights violations in order for any embargo or economic restraints to be lifted.
Expressing the sense of Congress that a commemorative postage stamp should be issued in honor of the Buffalo Soldiers.
Expressing the sense of Congress that the United States should continue to exercise its veto in the United Nations Security Council on resolutions regarding the Israeli-Palestinian peace process.
"Expressing support for the goal of ensuring that all Holocaust victims live with dignity, comfort, and security in their remaining years, and urging the Federal Republic of Germany to continue to reaffirm its commitment to this goal through a financial commitment to comprehensively address the unique health and welfare needs of vulnerable Holocaust victims, including home care and other medically prescribed needs."
Authorizing the use of the rotunda of the United States Capitol for a ceremony to present the Congressional Gold Medal to Jack Nicklaus.
Supporting the Association of American Veterinary Medical Colleges (AAVMC) and recognizing 50 years of organized academic veterinary medicine in the United States.
Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run.
SCOTUS Resolution
"Honoring the members of the United States Air Force who were casualties of the June 25, 1996, terrorist bombing of the United States Sector Khobar Towers military housing complex on Dhahran Air Base."
"Expressing the sense of the Congress regarding the need for increased diversity and inclusion in the tech sector, and increased access to opportunity in science, technology, engineering, arts, and mathematics (STEAM) education."
Directing the Secretary of the Senate to make technical corrections in the enrollment of S. 2328.
Expressing the sense of Congress opposing the President's proposed Coastal Climate Resilience Program.
Supporting National Men's Health Week.
"Designating the George C. Marshall Museum and George C. Marshall Research Library in Lexington, Virginia, as the National George C. Marshall Museum and Library."
Providing for a correction in the enrollment of H.R. 2577.
Expressing the sense of Congress that the radical Islamic movement in Afghanistan known as the Taliban should be recognized officially as a foreign terrorist organization by the United States Government.
Providing for a joint session of Congress to receive a presentation from the Comptroller General of the United States regarding the audited financial statement of the executive branch.
"Providing official recognition of the massacre of 11 African-American soldiers of the 333rd Field Artillery Battalion of the United States Army who had been captured in Wereth, Belgium, during the Battle of the Bulge on December 17, 1944."
"Supporting the bid of Los Angeles, California, to bring the 2024 Summer Olympic Games back to the United States and pledging the cooperation of Congress with respect to that bid."
"Expressing the sense of Congress relating to the disapproval of certain activities of certain companies, trade associations, foundations, and organizations."
Recognizing the 75th anniversary of the American Tree Farm System.
Celebrating the 25th anniversary of the Albert Einstein Distinguished Educator Fellowship Program and recognizing the significant contributions of Albert Einstein Fellows.
Expressing support for fostering closer economic and commercial ties between the United States and the United Kingdom following the decision of the people of the United Kingdom to withdraw from the European Union.
Reclaiming Congress's Constitutional Mandate in Trade Resolution
Expressing the sense of Congress that the Second Amendment of the Constitution of the United States protects the individual right to keep and bear arms for the purpose of self-defense and that the Second Amendment right is fully applicable to the States.
Expressing a commitment by Congress to never forget the service of aviation's first responders.
"Expressing the sense of Congress that John Arthur ""Jack"" Johnson should receive a posthumous pardon for the racially motivated conviction in 1913 that diminished the athletic, cultural, and historic significance of Jack Johnson and unduly tarnished his reputation."
"Expressing the sense of Congress that child safety is the first priority of custody and visitation adjudications, and that state courts should improve adjudications of custody where family violence is alleged."
"Expressing the sense of Congress that every effort should be made to assist in the reconstruction and development of communities against whom the Islamic State of Iraq and the Levant has committed acts of genocide, war crimes, or crimes against humanity as determined by the United States Government."
"Expressing the sense of Congress that the United States and the international community should support the Republic of Iraq and its people to recognize a province in the Nineveh Plain region, consistent with lawful expressions of self-determination by its indigenous peoples."
Expressing the sense of Congress that a day should be designated as "National Voting Rights Act Mobilization Day".
Expressing the sense of Congress that the Supreme Court misinterpreted the First Amendment to the Constitution in the case of Buckley v. Valeo.
Expressing support for designation of the first Friday of October as "Manufacturing Day".
"Directing the Joint Committee on the Library to accept a statue commemorating the Hungarian Revolution of 1956 for placement in the United States Capitol, authorizing the use of the rotunda of the Capitol for a ceremony for the presentation of the statue, and directing the Architect of the Capitol to place the statue in a suitable permanent location in the Capitol."
Expressing the sense of Congress that the United States should continue to exercise its veto in the United Nations Security Council on resolutions regarding the Israeli-Palestinian peace process and oppose anti-Israel measures considered by the United Nations General Assembly.
Recognizing the International Day of Peace.
Condemning the Government of the Islamic Republic of Iran for the 1988 massacre of political prisoners and calling for justice for the victims.
SMOKE Act
Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring Admiral Ben Moreell and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.
"Recognizing the opening of the Smithsonian's National Museum of African American History and Culture, the only national museum dedicated to documenting African American life, history, and culture."
"Expressing the sense of Congress that those who served in the bays, harbors, and territorial seas of the Republic of Vietnam during the period beginning on January 9, 1962, and ending on May 7, 1975, should be presumed to have been exposed to the toxin Agent Orange and should be eligible for all related Federal benefits that come with such presumption under the Agent Orange Act of 1991."
Expressing the sense of the Congress that the Parthenon Marbles should be returned to Greece.
"Commemorating the 100th anniversary of the 1916 opening of the Texas A&amp;M College of Veterinary Medicine &amp; Biomedical Sciences and the 2016 opening of the new Texas A&amp;M Veterinary &amp; Biomedical Education complex in College Station, Texas."
Expressing the support for the passage of the Voting Rights Advancement Act of 2015.
Expressing the sense of Congress and reaffirming longstanding United States policy in support of a direct bilaterally negotiated settlement of the Israeli-Palestinian conflict and opposition to United Nations Security Council resolutions imposing a solution to the conflict.
Providing for a conditional adjournment of the House of Representatives.
"Honoring Vincent Edward ""Vin"" Scully, the baseball broadcaster who has magnificently served as the play-by-play announcer for the Brooklyn and Los Angeles Dodgers for 67 Major League Baseball seasons since 1950."
"Expressing the sense of Congress regarding the United States Capitol Police and their role in securing the United States Capitol complex and protecting Members of Congress, their staff, and the general public."
Establishing a Joint Committee on the Organization of Congress.
"Recognizing the difficult challenges Black veterans faced when returning home after serving in the Armed Forces, their heroic military sacrifices, and their patriotism in fighting for equal rights and for the dignity of a people and a Nation."
Expressing support for the designation of a "National Purebred Dog Day".
Recognizing the 75th anniversary of the attack on Pearl Harbor and the lasting significance of National Pearl Harbor Remembrance Day.
"Expressing the sense of Congress that public health professionals should be commended for their dedication and continued service to the United States on ""Public Health Thank You Day"", November 21, 2016."
Expressing the sense of Congress regarding reconsideration of the merits of awarding the Medal of Honor posthumously to Doris Miller for acts of valor during World War II for which he was originally awarded the Navy Cross.
Directing the Clerk of the House of Representatives to make a correction in the enrollment of H.R. 34.
"Expressing the sense of Congress that Congress and the President should prioritize the reduction and elimination, over a reasonable period of time, of the overall trade deficit of the United States."
"Honoring in praise and remembrance the extraordinary life, steady leadership, and remarkable, 70-year reign of King Bhumibol Adulyadej of Thailand."
Supporting the goals and ideals of World AIDS Day.
"Clarifying any potential misunderstanding as to whether actions taken by President-elect Donald Trump constitute a violation of the Emoluments Clause, and calling on President-elect Trump to divest his interest in, and sever his relationship to, the Trump Organization."
Directing the Secretary of the Senate to make certain corrections in the enrollment of S. 2943.
Supporting the Local Radio Freedom Act.
Expressing the sense of Congress that rates for inmate calling service should not exceed the affordable modified rates adopted by the Federal Communications Commission.
Directing the Secretary of the Senate to make a certain correction in the enrollment of S. 1635.
"Commemorating the 75th anniversary of the attack on Pearl Harbor on December 7, 1941, and the sinking of the U.S.S. West Virginia during that attack."
Directing the Secretary of the Senate to make a correction in the enrollment of the bill S. 612.
"Expressing the sense of Congress that the United States Postal Service should issue a commemorative postage stamp honoring civil rights workers Andrew Goodman, James Chaney, and Michael Schwerner, and the ""Freedom Summer"" of 1964, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued."
Expressing the sense of the Congress that tax-exempt fraternal benefit societies have historically and continue to provide critical benefits to Americans and United States communities.
Regarding consent to assemble outside the seat of government.
Expressing the sense of Congress that all direct and indirect subsidies that benefit the production or export of sugar by all major sugar producing and consuming countries should be eliminated.
Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.
Let It Go Act
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for a ceremony to present the Congressional Gold Medal to the World War II members of the Doolittle Tokyo Raiders.
"Expressing the sense of Congress that the United States Postal Service should issue a commemorative stamp honoring the 50th anniversary of the three civil rights marches from Selma, Alabama to Montgomery, Alabama that took place over the course of several weeks in March 1965."
"Honoring the life and memory of Reverend Theodore M. Hesburgh, C.S.C., president emeritus of the University of Notre Dame."
Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.
